"Группа","Преподаватель","Подгруппа","Дисциплина","Кабинет","Время","Дата"
"2686","Григораш А.В.","1.2","ОДБ.05 География","247","10.00-10.45 11.05-11.50","08.09.2026"
"2686","Полякова М.В.","1.2","ОДБ.03 История","247","12.10-12.55 13.05-13.50","08.09.2026"
"2687","Полякова М.В.","1.2","ОДБ.03 История","250а","8.00-8.45 8.55-9.40","08.09.2026"
"2687","Григораш С.В.","1.2","ОП.02 Основы электротехники","117","10.00-10.45 11.05-11.50","08.09.2026"
"2687","Богданов М.В.","1.2","ОДБ.09 Химия","203","12.10-12.55 13.05-13.50","08.09.2026"
"2688","Вострецова Н.В.","1.2","ОП.09 Охрана труда","112","8.00-8.45 8.55-9.40","08.09.2026"
"2688","Кузнецов Н.В.","1.2","ОП.02 Основы материаловедения и технология общеслесарных работ","202","10.00-10.45 11.05-11.50","08.09.2026"
"2688","Кузнецов Н.В.","1.2","ПОО.02 Введение в профессию","202","12.10-12.55 13.05-13.50","08.09.2026"
"А24-1","Панфилова О.Л.","1.2","БД.02 Литература","125","16.00-16.45 17.05-17.50","08.09.2026"
"А24-1","Панфилова О.Л.","1.2","БД.02 Литература","125","18.00-18.45 18.55-19.40","08.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.01 Защита растений","122","14.00-14.45 14.55-15.40","08.09.2026"
"Д24-5","Зылёва Я.Ф.","1.2","СГ.05 Основы бережливого производства","136","16.00-16.45 17.05-17.50","08.09.2026"
"Д24-5","Зылёва Я.Ф.","1.2","МДК.02.01 Организация и нормативно-правовые основы архивного дела","136","18.00-18.45 18.55-19.40","08.09.2026"
"Д24-5","Вострецова Н.В.","1.2","СГ.07 Экологические основы природопользования","112","14.00-14.45 14.55-15.40","08.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","ОПЦ.09 Детская психология","250","16.00-16.45 17.05-17.50","08.09.2026"
"ДО24-6","Абакумов А.В.","1.2","ОПЦ.06 Информатика и информационно-коммуникационные технологии в профессиональной деятельности","209","18.00-18.45 18.55-19.40","08.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","МДК.02.06 Теоретические и методические основы организации трудовой деятельности детей дошкольного возраста","250","14.00-14.45 14.55-15.40","08.09.2026"
"ДО26-7","Романовская Е.В.","1.2","ОУП.10 Обществознание","247","16.00-16.45 17.05-17.50","08.09.2026"
"ДО26-7","Мартемьянова С.В.","1.2","ПОО.01 Ведение в специальность","250","18.00-18.45 18.55-19.40","08.09.2026"
"ДО26-7","Романовская Е.В.","1.2","ОУП.10 Обществознание","247","14.00-14.45 14.55-15.40","08.09.2026"
"ПКД24-4","Абакумов А.В.","1.2","БД.07 Информатика","209","16.00-16.45 17.05-17.50","08.09.2026"
"ПКД24-4","Лунина Н.Н.","1.2","ОП.12 Основы финансовой грамотности и предпринимательской деятельности","библ","14.00-14.45 14.55-15.40","08.09.2026"
"ПКД26-5","Богданов М.В.","1.2","ПД.12 Химия","203","16.00-16.45 17.05-17.50","08.09.2026"
"ПКД26-5","Завьялов И.А.","1.2","ПОО.02 Введение в специальность","121","18.00-18.45 18.55-19.40","08.09.2026"
"ПКД26-5","Фазылов Р.Ю.","1.2","БД.08 Основы безопасности и защита Родины","242","14.00-14.45 14.55-15.40","08.09.2026"
"ПП25-17","Глыдов В.Н.","1.2","УП.01.01 Учебная практика ""Выполнение регламентных работ по поддержанию автотранспортных средств в исправном состоянии""","104","8.00-8.45 8.55-9.40","09.09.2026"
"ПП25-17","Глыдов В.Н.","1.2","УП.01.01 Учебная практика ""Выполнение регламентных работ по поддержанию автотранспортных средств в исправном состоянии""","104","10.00-10.45 11.05-11.50","09.09.2026"
"ПП25-17","Глыдов В.Н.","1.2","УП.01.01 Учебная практика ""Выполнение регламентных работ по поддержанию автотранспортных средств в исправном состоянии""","104","12.10-12.55 13.05-13.50","09.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","8.00-8.45 8.55-9.40","09.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","10.00-10.45 11.05-11.50","09.09.2026"
"ПП25-18","Деньгуб А.А.","1.2","УП.02.01Учебная практика ""Хранение, передача и публикация цифровой информации""","135","12.10-12.55 13.05-13.50","09.09.2026"
"ПП26-19","Бакланова Е.В.","1.2","ОП.02Основы почвоведения и агрономии","150","10.00-10.45 11.05-11.50","09.09.2026"
"ПП26-19","Бакланова Е.В.","1.2","ОП.02Основы почвоведения и агрономии","150","12.10-12.55 13.05-13.50","09.09.2026"
"ПП26-20","Рубкалева А.Р.","1.2","АДП.01 Коммуникативный практикум","библ","8.00-8.45 8.55-9.40","09.09.2026"
"ПП26-20","Ефимов А.Н.","1.2","ОП.03 Основы технологии отделочных строительных работ","140а","10.00-10.45 11.05-11.50","09.09.2026"
"ПП26-21","Бычихина Н.А.","1.2","АДП.02 Социальная адаптация и основы социально-правовых знаний","библ","10.00-10.45 11.05-11.50","09.09.2026"
"ПП26-21","Лунина Н.Н.","1.2","ОП.03 Основы материаловедения","библ","12.10-12.55 13.05-13.50","09.09.2026"
"ПП26-22","Бычихина Н.А.","1.2","АДП.02 Социальная адаптация и основы социально-правовых знаний","240","8.00-8.45 8.55-9.40","09.09.2026"
"ПП26-22","Малушкин А.В.","1.2","ОП.01 Основы информационных технологий","9 общ ПК","10.00-10.45 11.05-11.50","09.09.2026"
"ПП26-22","Вострецова Н.В.","1.2","ОП.02 Охрана труда и техника безопасности","112","12.10-12.55 13.05-13.50","09.09.2026"
"СС25-3","Вахрамеева С.Н.","1.2","ПД.03 Физика","206","16.00-16.45 17.05-17.50","09.09.2026"
"СС25-3","Бурундуков Е.В.","1.2","БД.10 Биология","203","18.00-18.45 18.55-19.40","09.09.2026"
"СС25-3","Вахрамеева С.Н.","1.2","ПД.03 Физика","206","14.00-14.45 14.55-15.40","09.09.2026"
"СС26-4","Седякина Д.Ю.","1.2","БД.06 Иностранный язык","133","16.00-16.45 17.05-17.50","09.09.2026"
"СС26-4","Машер В.В.","1.2","ПОО.02 Введение в специальность","207","18.00-18.45 18.55-19.40","09.09.2026"
"СС26-4","Седякина Д.Ю.","1.2","БД.06 Иностранный язык","133","14.00-14.45 14.55-15.40","09.09.2026"
"ТОд23-1","Пилипук В.А.","1.2","МДК.03.03 Тюнинг автомобилей","117","16.00-16.45 17.05-17.50","09.09.2026"
"ТОд23-1","Коробова Ю.А.","1.2","ОП.15 Основы предпринимательской деятельности","242","18.00-18.45 18.55-19.40","09.09.2026"
"ТОд23-1","Григораш С.В.","1.2","МДК.03.04 Производственное оборудование","117","14.00-14.45 14.55-15.40","09.09.2026"
"Э25-6","Григораш А.В.","1.2","БД.10 Биология","240","16.00-16.45 17.05-17.50","09.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.01 Практические основы бухгалтерского учета активов организации и источников их формирования","245","18.00-18.45 18.55-19.40","09.09.2026"
"Э25-6","Зылёв А.Д.","1.2","ПД.03 Информатика","207","14.00-14.45 14.55-15.40","09.09.2026"
"ЭСХ23-4","Бурундуков Е.В.","1.2","МДК.04.02 Основы управления транспортными средствами категории BC","139","16.00-16.45 17.05-17.50","09.09.2026"
"ЭСХ23-4","Пилипук В.А.","1.2","МДК.04.01 Устройство и техническое обслуживание транспортных средств категории ""BC"" как объектов управления","117","18.00-18.45 18.55-19.40","09.09.2026"
"ЭСХ23-4","Панфилова О.Л.","1.2","ОП.17 Психофизиологические основы деятельности тракториста / водителя","125","14.00-14.45 14.55-15.40","09.09.2026"
"ЭСХ25-5","Еськова И.П.","1.2","ПД.01 Математика","202","16.00-16.45 17.05-17.50","09.09.2026"
"ЭСХ25-5","Еськова И.П.","1.2","ПД.01 Математика","206","18.00-18.45 18.55-19.40","09.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","14.00-14.45 14.55-15.40","09.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","14.00-14.45 14.55-15.40","09.09.2026"
"2367","Седякина Д.Ю.","1.2","ОПЦ.07  Иностранный язык в профессиональной деятельности","133","8.00-8.45 8.55-9.40","09.09.2026"
"2367","Седякина Д.Ю.","1.2","ОПЦ.07  Иностранный язык в профессиональной деятельности","133","10.00-10.45 11.05-11.50","09.09.2026"
"2367","Волчихин К.А.","1.2","ОПЦ.09 Физическая культура","с/з","12.10-12.55 13.05-13.50","09.09.2026"
"2577","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","8.00-8.45 8.55-9.40","09.09.2026"
"2577","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","10.00-10.45 11.05-11.50","09.09.2026"
"2577","Абакумов А.В.","1.2","МДК.01.01 Технология каменных работ","202","12.10-12.55 13.05-13.50","09.09.2026"
"2578","Волчихин К.А.","1.2","СГ.04 Физическая культура","с/з","8.00-8.45 8.55-9.40","09.09.2026"
"2578","Вахрамеева С.Н.","1.2","ОДП.13 Физика","206","10.00-10.45 11.05-11.50","09.09.2026"
"2578","Вахрамеева С.Н.","1.2","ОДП.13 Физика","206","12.10-12.55 13.05-13.50","09.09.2026"
"2579","Алта В.В.","1","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки"""," ","8.00-8.45 8.55-9.40","09.09.2026"
"2579","Косичкин Т.В.","2","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки""","№2 гараж","8.00-8.45 8.55-9.40","09.09.2026"
"2579","Алта В.В.","1","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки"""," ","10.00-10.45 11.05-11.50","09.09.2026"
"2579","Косичкин Т.В.","2","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки""","№2 гараж","10.00-10.45 11.05-11.50","09.09.2026"
"2579","Алта В.В.","1","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки"""," ","12.10-12.55 13.05-13.50","09.09.2026"
"2579","Косичкин Т.В.","2","УП.01.01 Учебная практика ""Проведение подготовительных, сборочных операций перед сваркой, зачистка и контроль сварных швов после сварки""","№2 гараж","12.10-12.55 13.05-13.50","09.09.2026"
"2580","Полякова М.В.","1.2","СЦ.01 История России","250а","8.00-8.45 8.55-9.40","09.09.2026"
"2580","Волчихин К.А.","1.2","ОДБ.07 Физическая культура","с/з","10.00-10.45 11.05-11.50","09.09.2026"
"2580","Григораш А.В.","1.2","ОДБ.05 География","239","12.10-12.55 13.05-13.50","09.09.2026"
"2581","Шмелёва А.В.","1.2","ОДП.11 Математика","242","8.00-8.45 8.55-9.40","09.09.2026"
"2581","Абакумов А.В.","1.2","ОДБ.07 Информатика","207","10.00-10.45 11.05-11.50","09.09.2026"
"2581","Шмелёва А.В.","1.2","ОДП.11 Математика","245","12.10-12.55 13.05-13.50","09.09.2026"
"2582","Улыбина Н.Г.","1.2","МДК.02.02 Процессы приготовления, подготовки к реализации и презентации горячих блюд, кулинарных изделий, закусок","121","8.00-8.45 8.55-9.40","09.09.2026"
"2582","Улыбина Н.Г.","1.2","МДК.02.02 Процессы приготовления, подготовки к реализации и презентации горячих блюд, кулинарных изделий, закусок","121","10.00-10.45 11.05-11.50","09.09.2026"
"2582","Улыбина Н.Г.","1.2","МДК.02.01 Организация приготовления, подготовки к реализации и презентации горячих блюд, кулинарных изделий, закусок","121","12.10-12.55 13.05-13.50","09.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","8.00-8.45 8.55-9.40","09.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","10.00-10.45 11.05-11.50","09.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","12.10-12.55 13.05-13.50","09.09.2026"
"2684","Малушкин А.В.","1.2","ОП.01 Основы информационных технологий","209","8.00-8.45 8.55-9.40","09.09.2026"
"2684","Фазылов Р.Ю.","1.2","ОДБ.08 Основы безопасности и защита Родины","242","10.00-10.45 11.05-11.50","09.09.2026"
"2684","Седякина Д.Ю.","1.2","ОДБ.06 Иностранный язык","133","12.10-12.55 13.05-13.50","09.09.2026"
"2685","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","8.00-8.45 8.55-9.40","09.09.2026"
"2685","Шмелёва А.В.","1.2","ОДП.11 Математика","203","10.00-10.45 11.05-11.50","09.09.2026"
"2685","Григораш С.В.","1.2","ОДП.13 Физика","117","12.10-12.55 13.05-13.50","09.09.2026"
"2686","Григораш А.В.","1.2","ОДБ.05 География","239","8.00-8.45 8.55-9.40","09.09.2026"
"2686","Григораш А.В.","1.2","ОДБ.05 География","239","10.00-10.45 11.05-11.50","09.09.2026"
"2686","Фазылов Р.Ю.","1.2","ОДБ.08 Основы безопасности и защита Родины","242","12.10-12.55 13.05-13.50","09.09.2026"
"2687","Богданов М.В.","1.2","ОДБ.09 Химия","203","8.00-8.45 8.55-9.40","09.09.2026"
"2687","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","10.00-10.45 11.05-11.50","09.09.2026"
"2687","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","12.10-12.55 13.05-13.50","09.09.2026"
"2688","Кузнецов Н.В.","1.2","ПОО.02 Введение в профессию","202","8.00-8.45 8.55-9.40","09.09.2026"
"2688","Кузнецов Н.В.","1.2","ПОО.02 Введение в профессию","202","10.00-10.45 11.05-11.50","09.09.2026"
"2688","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","12.10-12.55 13.05-13.50","09.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.01 Защита растений","122","16.00-16.45 17.05-17.50","09.09.2026"
"А24-1","Пуртова А.В.","1.2","БД.03 История","240","18.00-18.45 18.55-19.40","09.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.02 Обработка и воспроизводство плодородия почв","122","14.00-14.45 14.55-15.40","09.09.2026"
"Д24-5","Вахрамеева С.Н.","1.2","БД.09 Физика","206","16.00-16.45 17.05-17.50","09.09.2026"
"Д24-5","Зылёва Я.Ф.","1.2","СГ.05 Основы бережливого производства","136","18.00-18.45 18.55-19.40","09.09.2026"
"Д24-5","Зылёва Я.Ф.","1.2","ОПЦ.07 Компьютерная обработка документов","136","14.00-14.45 14.55-15.40","09.09.2026"
"ДО24-6","Абакумов А.В.","1.2","ОПЦ.06 Информатика и информационно-коммуникационные технологии в профессиональной деятельности","209","16.00-16.45 17.05-17.50","09.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","ОПЦ.09 Детская психология","250","18.00-18.45 18.55-19.40","09.09.2026"
"ДО24-6","Мартемьянова С.В.","1.2","МДК.02.06 Теоретические и методические основы организации трудовой деятельности детей дошкольного возраста","250","14.00-14.45 14.55-15.40","09.09.2026"
"ДО26-7","Мартемьянова С.В.","1.2","ПОО.01 Ведение в специальность","250","16.00-16.45 17.05-17.50","09.09.2026"
"ДО26-7","Еськова И.П.","1.2","ОУП.03 Математика","206","18.00-18.45 18.55-19.40","09.09.2026"
"ДО26-7","Полякова М.В.","1.2","ОУП.04 Иностранный язык","библ","14.00-14.45 14.55-15.40","09.09.2026"
"ПКД24-4","Лунина Н.Н.","1.2","ОП.12 Основы финансовой грамотности и предпринимательской деятельности","библ","16.00-16.45 17.05-17.50","09.09.2026"
"ПКД24-4","Богданов М.В.","1.2","ЕН.01 Химия","203","14.00-14.45 14.55-15.40","09.09.2026"
"ПКД26-5","Еськова И.П.","1.2","ПД.11 Математика","202","16.00-16.45 17.05-17.50","09.09.2026"
"ПКД26-5","Богатырев С.С.","1.2","БД.08 Физическая культура","с/з","18.00-18.45 18.55-19.40","09.09.2026"
"ПКД26-5","Завьялов И.А.","1.2","ПОО.02 Введение в специальность","121","14.00-14.45 14.55-15.40","09.09.2026"
"ПП25-17","Пилипук В.А.","1.2","МДК.01.02 Выполнение работ по техническому обслуживанию автотранспортных средств и их компонентов","117","8.00-8.45 8.55-9.40","10.09.2026"
"ПП25-17","Пилипук В.А.","1.2","МДК.01.02 Выполнение работ по техническому обслуживанию автотранспортных средств и их компонентов","117","10.00-10.45 11.05-11.50","10.09.2026"
"ПП25-17","Пилипук В.А.","1.2","МДК.01.02 Выполнение работ по техническому обслуживанию автотранспортных средств и их компонентов","117","12.10-12.55 13.05-13.50","10.09.2026"
"ПП25-18","Шошин Н.А.","1.2","ОП.06 Физическая культура (адаптивная)","с/з","10.00-10.45 11.05-11.50","10.09.2026"
"ПП25-18","Зылёв А.Д.","1.2","АДП. 03 Адаптивные информационные и коммуникационные технологии","135","12.10-12.55 13.05-13.50","10.09.2026"
"ПП26-20","Рубкалева А.Р.","1.2","АДП.01 Коммуникативный практикум","библ","8.00-8.45 8.55-9.40","10.09.2026"
"ПП26-20","Ефимов А.Н.","1.2","МДК.01.01Ремонт внутренних и наружных поверхностей зданий, облицованных плиткой, или замена отдельных плиток","140а","10.00-10.45 11.05-11.50","10.09.2026"
"ПП26-21","Бычихина Н.А.","1.2","АДП.02 Социальная адаптация и основы социально-правовых знаний","библ","10.00-10.45 11.05-11.50","10.09.2026"
"ПП26-21","Богданова О.А.","1.2","АДП.01 Коммуникативный практикум","библ","12.10-12.55 13.05-13.50","10.09.2026"
"ПП26-22","Вострецова Н.В.","1.2","ОП.02 Охрана труда и техника безопасности","112","10.00-10.45 11.05-11.50","10.09.2026"
"ПП26-22","Малушкин А.В.","1.2","ОП.01 Основы информационных технологий","9 общ ПК","12.10-12.55 13.05-13.50","10.09.2026"
"СС25-3","Машер В.В.","1.2","МДК.01.03Безопасность компьютерных сетей","207","16.00-16.45 17.05-17.50","10.09.2026"
"СС25-3","Бурундуков Е.В.","1.2","БД.10 Биология","203","18.00-18.45 18.55-19.40","10.09.2026"
"СС25-3","Пуртова А.В.","1.2","БД.03 История","240","14.00-14.45 14.55-15.40","10.09.2026"
"СС26-4","Богатырев С.С.","1.2","БД.07 Физическая культура","с/з","16.00-16.45 17.05-17.50","10.09.2026"
"СС26-4","Машер В.В.","1.2","ОП.06 Архитектура аппаратных средств","207","18.00-18.45 18.55-19.40","10.09.2026"
"СС26-4","Седякина Д.Ю.","1.2","БД.06 Иностранный язык","133","14.00-14.45 14.55-15.40","10.09.2026"
"ТОд23-1","Пилипук В.А.","1.2","МДК.03.02 Организация работ по модернизации автотранспортных средств","117","16.00-16.45 17.05-17.50","10.09.2026"
"ТОд23-1","Коробова Ю.А.","1.2","ОП.15 Основы предпринимательской деятельности","242","18.00-18.45 18.55-19.40","10.09.2026"
"ТОд23-1","Шошин Н.А.","1.2","ОГСЭ.04 Физическая культура","с/з","14.00-14.45 14.55-15.40","10.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.02 Организация расчетов с бюджетами бюджетной системы Российской Федерации","245","16.00-16.45 17.05-17.50","10.09.2026"
"Э25-6","Дьячкова Е.Р.","1.2","МДК.01.01 Практические основы бухгалтерского учета активов организации и источников их формирования","245","18.00-18.45 18.55-19.40","10.09.2026"
"Э25-6","Зылёв А.Д.","1.2","ПД.03 Информатика","207","14.00-14.45 14.55-15.40","10.09.2026"
"ЭСХ23-4","Бурундуков Е.В.","1.2","ОП.18 Основы законодательства в сфере дорожного движения","139","16.00-16.45 17.05-17.50","10.09.2026"
"ЭСХ23-4","Пилипук В.А.","1.2","МДК.04.01 Устройство и техническое обслуживание транспортных средств категории ""BC"" как объектов управления","117","18.00-18.45 18.55-19.40","10.09.2026"
"ЭСХ23-4","Панфилова О.Л.","1.2","ОП.17 Психофизиологические основы деятельности тракториста / водителя","125","14.00-14.45 14.55-15.40","10.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","16.00-16.45 17.05-17.50","10.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","16.00-16.45 17.05-17.50","10.09.2026"
"ЭСХ25-5","Азиатцев Е.С.","1","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","гараж","18.00-18.45 18.55-19.40","10.09.2026"
"ЭСХ25-5","Зуев Н.А.","2","УП.01.01 Учебная практика ""Эксплуатация сельскохозяйственной техники и оборудования""","№15 гараж","18.00-18.45 18.55-19.40","10.09.2026"
"ЭСХ25-5","Еськова И.П.","1.2","ПД.01 Математика","206","14.00-14.45 14.55-15.40","10.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","8.00-8.45 8.55-9.40","10.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","8.00-8.45 8.55-9.40","10.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","10.00-10.45 11.05-11.50","10.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","10.00-10.45 11.05-11.50","10.09.2026"
"2367","Мещерякова Д.М.","1","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","лабор","12.10-12.55 13.05-13.50","10.09.2026"
"2367","Улыбина Н.Г.","2","УП.04.01 Учебная практика ""Приготовление, оформление и подготовка к реализации холодных и горячих сладких блюд, десертов, напитков разнообразного ассортимента""","118","12.10-12.55 13.05-13.50","10.09.2026"
"2577","Абакумов А.В.","1.2","МДК.01.01 Технология каменных работ","203","8.00-8.45 8.55-9.40","10.09.2026"
"2577","Коробова Ю.А.","1.2","ОП.04 Основы бизнеса, коммуникаций и финансовой грамотности","245","10.00-10.45 11.05-11.50","10.09.2026"
"2577","Романовская Е.В.","1.2","ОДБ.04 Обществознание (включая экономику и право)","247","12.10-12.55 13.05-13.50","10.09.2026"
"2578","Деньгуб А.А.","1.2","ОП.02 Информационные технологии","135","8.00-8.45 8.55-9.40","10.09.2026"
"2578","Шмелёва А.В.","1.2","ОДП.11 Математика","203","10.00-10.45 11.05-11.50","10.09.2026"
"2578","Шмелёва А.В.","1.2","ОДП.11 Математика","203","12.10-12.55 13.05-13.50","10.09.2026"
"2579","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","8.00-8.45 8.55-9.40","10.09.2026"
"2579","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","10.00-10.45 11.05-11.50","10.09.2026"
"2579","Деньгуб А.А.","1.2","ОДП.11 Математика","206","12.10-12.55 13.05-13.50","10.09.2026"
"2580","Григораш А.В.","1.2","ОДБ.05 География","239","8.00-8.45 8.55-9.40","10.09.2026"
"2580","Григораш А.В.","1.2","ОДБ.05 География","239","10.00-10.45 11.05-11.50","10.09.2026"
"2580","Полякова М.В.","1.2","СЦ.01 История России","250а","12.10-12.55 13.05-13.50","10.09.2026"
"2581","Шмелёва А.В.","1.2","ОДП.11 Математика","245","8.00-8.45 8.55-9.40","10.09.2026"
"2581","Пуртова А.В.","1.2","СГ.01 История России","240","10.00-10.45 11.05-11.50","10.09.2026"
"2581","Бурундуков Е.В.","1.2","ОДП.13 Биология","139","12.10-12.55 13.05-13.50","10.09.2026"
"2582","Вострецова Н.В.","1.2","ОПЦ.10 Экологические основы природопользования","112","8.00-8.45 8.55-9.40","10.09.2026"
"2582","Деньгуб А.А.","1.2","ОДП.02 Математика","206","10.00-10.45 11.05-11.50","10.09.2026"
"2582","Вострецова Н.В.","1.2","ОПЦ.10 Экологические основы природопользования","112","12.10-12.55 13.05-13.50","10.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","8.00-8.45 8.55-9.40","10.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","10.00-10.45 11.05-11.50","10.09.2026"
"2583","Васькина Н.И.","1.2","ПП.01.01 Производственная практика ""Документирование управленческой деятельности и организация работы с документами"""," ","12.10-12.55 13.05-13.50","10.09.2026"
"2684","Малушкин А.В.","1.2","ОП.01 Основы информационных технологий","209","8.00-8.45 8.55-9.40","10.09.2026"
"2684","Малушкин А.В.","1.2","ОП.01 Основы информационных технологий","209","10.00-10.45 11.05-11.50","10.09.2026"
"2684","Пуртова А.В.","1.2","ОДБ.03 История","240","12.10-12.55 13.05-13.50","10.09.2026"
"2685","Григораш С.В.","1.2","ПОО.02 Введение в профессию","206","8.00-8.45 8.55-9.40","10.09.2026"
"2685","Волчихин К.А.","1.2","ОДБ.07 Физическая культура","с/з","10.00-10.45 11.05-11.50","10.09.2026"
"2685","Панфилова О.Л.","1.2","ОДБ.02 Литература","125","12.10-12.55 13.05-13.50","10.09.2026"
"2686","Ефимов А.Н.","1.2","ОП.01 Материаловедение","240","8.00-8.45 8.55-9.40","10.09.2026"
"2686","Фазылов Р.Ю.","1.2","ОДБ.08 Основы безопасности и защита Родины","242","10.00-10.45 11.05-11.50","10.09.2026"
"2686","Шошин Н.А.","1.2","ОДБ.07 Физическая культура","с/з","12.10-12.55 13.05-13.50","10.09.2026"
"2687","Волчихин К.А.","1.2","ОДБ.07 Физическая культура","с/з","8.00-8.45 8.55-9.40","10.09.2026"
"2687","Алта В.В.","1.2","ПОО.02 Введение в профессию","121","10.00-10.45 11.05-11.50","10.09.2026"
"2687","Алта В.В.","1.2","ОП.03 Материаловедение","121","12.10-12.55 13.05-13.50","10.09.2026"
"2688","Азиатцев Е.С.","1.2","ОП.06 Основы зоотехники","202","8.00-8.45 8.55-9.40","10.09.2026"
"2688","Азиатцев Е.С.","1.2","ОП.06 Основы зоотехники","202","10.00-10.45 11.05-11.50","10.09.2026"
"2688","Григораш А.В.","1.2","ОДП.13 Биология","202","12.10-12.55 13.05-13.50","10.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.02 Обработка и воспроизводство плодородия почв","122","16.00-16.45 17.05-17.50","10.09.2026"
"А24-1","Бакланова Е.В.","1.2","МДК.02.02 Обработка и воспроизводство плодородия почв","122","18.00-18.45 18.55-19.40","10.09.2026"
"А24-1","Волчихин К.А.","1.2","ОГСЭ.04 Физическая культура","с/з","14.00-14.45 14.55-15.40","10.09.2026"
"Д24-5","Вахрамеева С.Н.","1.2","БД.09 Физика","206","16.00-16.45 17.05-17.50","10.09.2026"
"Д24-5","Васькина Н.И.","1.2","МДК.02.02 Государственные, муниципальные архивы и архивы организаций","136","18.00-18.45 18.55-19.40","10.09.2026"
"Д24-5","Вахрамеева С.Н.","1.2","БД.09 Физика","206","14.00-14.45 14.55-15.40","10.09.2026"
"ДО24-6","Абакумов А.В.","1.2","ОПЦ.06 Информатика и информационно-коммуникационные технологии в профессиональной деятельности","209","16.00-16.45 17.05-17.50","10.09.2026"
